Course_ID,Course_Name,Course_Type,Delivery_Mode,Class_Size,Difficulty_Rating,Instructor_ID,Instructor_Tenure,Instructor_Field,Student_ID,Year,Enrollment_Status,Overall_GPA,Grade_in_Course,Feedback_Text,Date_Submitted,Numeric_Rating_Instructor,Numeric_Rating_Course,Overall_Satisfaction,Cleaned_Feedback,Tokens,Tokens_NoStop,Lemmas,VADER_Scores,neg,neu,pos,compound,Sentiment_Label
CSE188,Vision-oriented asymmetric policy,Lab,Hybrid,46.0,3.0,I6373,No,Psychology,S97416,Junior,Full-time,3.58,A,"The class was okay. Some parts were good, others not so much.",2025-01-30,5.0,3.0,5.0,the class was okay some parts were good others not so much,"['the', 'class', 'was', 'okay', 'some', 'parts', 'were', 'good', 'others', 'not', 'so', 'much']","['class', 'okay', 'parts', 'good']","['class', 'okay', 'part', 'good']","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.5859}",0.0,0.676,0.324,0.5859,Positive
CSE232,Enterprise-wide executive task-force,Lecture,In-Person,47.0,5.0,I2191,No,Biology,S34581,Freshman,Full-time,3.38,A,"It was an average experience—not too hard, not too easy.",2025-01-26,3.0,4.0,2.0,it was an average experience—not too hard not too easy,"['it', 'was', 'an', 'average', 'experience', '—', 'not', 'too', 'hard', 'not', 'too', 'easy']","['average', 'experience', '—', 'hard', 'easy']","['average', 'experience', 'hard', 'easy']","{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.4226}",0.322,0.678,0.0,-0.4226,Negative
CSE276,Implemented context-sensitive intranet,Lab,Hybrid,73.0,3.0,I9775,No,Computer Science,S67777,Junior,Part-time,3.6,B,I really enjoyed this class. It was well-organized and informative.,2024-12-27,1.0,5.0,2.0,i really enjoyed this class it was wellorganized and informative,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative']","['enjoyed', 'class', 'wellorganized', 'informative']","['enjoy', 'class', 'wellorganize', 'informative']","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5563}",0.0,0.69,0.31,0.5563,Positive
CSE192,Innovative 4thgeneration functionalities,Seminar,Online,69.0,2.0,I4505,No,Computer Science,S66284,Senior,Part-time,3.45,C,"The course content was fair, but nothing stood out.",2025-03-17,4.0,4.0,3.0,the course content was fair but nothing stood out,"['the', 'course', 'content', 'was', 'fair', 'but', 'nothing', 'stood', 'out']","['course', 'content', 'fair', 'stood']","['course', 'content', 'fair', 'stand']","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.1655}",0.0,0.829,0.171,0.1655,Positive
CSE210,Customizable didactic hardware,Seminar,Online,42.0,2.0,I7589,Yes,History,S18645,Sophomore,Part-time,2.43,A,The course was disorganized and the professor was unhelpful.,2024-11-29,4.0,2.0,2.0,the course was disorganized and the professor was unhelpful,"['the', 'course', 'was', 'disorganized', 'and', 'the', 'professor', 'was', 'unhelpful']","['course', 'disorganized', 'professor', 'unhelpful']","['course', 'disorganized', 'professor', 'unhelpful']","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",0.216,0.784,0.0,-0.296,Negative
CSE201,Sharable heuristic Graphic Interface,Lecture,In-Person,52.0,5.0,I5364,Yes,Computer Science,S72484,Senior,Part-time,2.43,D,The course was disorganized and the professor was unhelpful.,2025-01-10,5.0,5.0,5.0,the course was disorganized and the professor was unhelpful,"['the', 'course', 'was', 'disorganized', 'and', 'the', 'professor', 'was', 'unhelpful']","['course', 'disorganized', 'professor', 'unhelpful']","['course', 'disorganized', 'professor', 'unhelpful']","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",0.216,0.784,0.0,-0.296,Negative
CSE361,Versatile foreground encoding,Lab,Online,84.0,2.0,I4288,Yes,Mathematics,S71487,Senior,Full-time,3.78,A,Poor structure and lack of feedback made this class difficult.,2025-01-26,3.0,4.0,1.0,poor structure and lack of feedback made this class difficult,"['poor', 'structure', 'and', 'lack', 'of', 'feedback', 'made', 'this', 'class', 'difficult']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult']","{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.7845}",0.53,0.47,0.0,-0.7845,Negative
CSE378,Monitored multimedia matrices,Lab,Online,33.0,4.0,I2367,No,Biology,S66960,Senior,Full-time,3.97,C,"The professor was great, but the content was hard to follow.",2024-10-16,2.0,1.0,4.0,the professor was great but the content was hard to follow,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","{'neg': 0.122, 'neu': 0.684, 'pos': 0.194, 'compound': 0.2382}",0.122,0.684,0.194,0.2382,Positive
CSE375,Synergized upward-trending monitoring,Seminar,Online,85.0,4.0,I3724,No,Psychology,S37089,Junior,Part-time,3.44,B,There were highs and lows throughout the semester.,2025-02-17,2.0,2.0,2.0,there were highs and lows throughout the semester,"['there', 'were', 'highs', 'and', 'lows', 'throughout', 'the', 'semester']","['highs', 'lows', 'semester']","['highs', 'lows', 'semester']","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.2023}",0.205,0.795,0.0,-0.2023,Negative
CSE150,Pre-emptive eco-centric knowledgebase,Lab,Hybrid,49.0,2.0,I9601,No,History,S85495,Sophomore,Full-time,2.7,F,Great experience! I learned a lot and felt supported.,2025-02-14,3.0,1.0,3.0,great experience i learned a lot and felt supported,"['great', 'experience', 'i', 'learned', 'a', 'lot', 'and', 'felt', 'supported']","['great', 'experience', 'learned', 'lot', 'felt', 'supported']","['great', 'experience', 'learn', 'lot', 'felt', 'support']","{'neg': 0.0, 'neu': 0.428, 'pos': 0.572, 'compound': 0.7712}",0.0,0.428,0.572,0.7712,Positive
CSE277,Proactive methodical function,Lecture,In-Person,83.0,3.0,I8991,No,Biology,S19070,Junior,Part-time,2.72,D,Poor structure and lack of feedback made this class difficult.,2025-03-14,2.0,2.0,3.0,poor structure and lack of feedback made this class difficult,"['poor', 'structure', 'and', 'lack', 'of', 'feedback', 'made', 'this', 'class', 'difficult']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult']","['poor', 'structure', 'lack', 'feedback', 'class', 'difficult']","{'neg': 0.53, 'neu': 0.47, 'pos': 0.0, 'compound': -0.7845}",0.53,0.47,0.0,-0.7845,Negative
CSE341,Multi-tiered logistical architecture,Lab,Hybrid,37.0,2.0,I4186,No,Computer Science,S50579,Junior,Full-time,3.41,C,I liked the assignments but found the lectures boring.,2025-01-05,1.0,4.0,2.0,i liked the assignments but found the lectures boring,"['i', 'liked', 'the', 'assignments', 'but', 'found', 'the', 'lectures', 'boring']","['liked', 'assignments', 'found', 'lectures', 'boring']","['like', 'assignment', 'find', 'lecture', 'boring']","{'neg': 0.272, 'neu': 0.553, 'pos': 0.175, 'compound': -0.2617}",0.272,0.553,0.175,-0.2617,Negative
CSE230,Realigned motivating hardware,Lab,Online,86.0,4.0,I8995,Yes,Mathematics,S21170,Sophomore,Full-time,2.56,D,"The professor was great, but the content was hard to follow.",2025-01-04,3.0,3.0,3.0,the professor was great but the content was hard to follow,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","{'neg': 0.122, 'neu': 0.684, 'pos': 0.194, 'compound': 0.2382}",0.122,0.684,0.194,0.2382,Positive
CSE132,Automated holistic analyzer,Lecture,In-Person,95.0,1.0,I9873,Yes,Psychology,S49286,Freshman,Full-time,2.65,D,The professor was very engaging and the course material was clear.,2024-12-23,2.0,1.0,5.0,the professor was very engaging and the course material was clear,"['the', 'professor', 'was', 'very', 'engaging', 'and', 'the', 'course', 'material', 'was', 'clear']","['professor', 'engaging', 'course', 'material', 'clear']","['professor', 'engage', 'course', 'material', 'clear']","{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6478}",0.0,0.63,0.37,0.6478,Positive
CSE427,Up-sized radical model,Seminar,Hybrid,89.0,1.0,I1060,Yes,Computer Science,S21890,Senior,Full-time,2.02,B,There were highs and lows throughout the semester.,2024-11-30,1.0,5.0,3.0,there were highs and lows throughout the semester,"['there', 'were', 'highs', 'and', 'lows', 'throughout', 'the', 'semester']","['highs', 'lows', 'semester']","['highs', 'lows', 'semester']","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.2023}",0.205,0.795,0.0,-0.2023,Negative
CSE470,De-engineered motivating infrastructure,Seminar,Online,80.0,3.0,I9221,Yes,Mathematics,S63962,Junior,Full-time,3.03,D,"It was an average experience—not too hard, not too easy.",2025-01-19,1.0,5.0,5.0,it was an average experience—not too hard not too easy,"['it', 'was', 'an', 'average', 'experience', '—', 'not', 'too', 'hard', 'not', 'too', 'easy']","['average', 'experience', '—', 'hard', 'easy']","['average', 'experience', 'hard', 'easy']","{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.4226}",0.322,0.678,0.0,-0.4226,Negative
CSE112,Centralized multi-state help-desk,Lab,In-Person,41.0,3.0,I8362,No,Mathematics,S32930,Freshman,Part-time,4.0,F,"It was an average experience—not too hard, not too easy.",2025-01-15,5.0,5.0,5.0,it was an average experience—not too hard not too easy,"['it', 'was', 'an', 'average', 'experience', '—', 'not', 'too', 'hard', 'not', 'too', 'easy']","['average', 'experience', '—', 'hard', 'easy']","['average', 'experience', 'hard', 'easy']","{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.4226}",0.322,0.678,0.0,-0.4226,Negative
CSE452,Enterprise-wide directional extranet,Lecture,Hybrid,62.0,5.0,I9455,No,History,S69174,Freshman,Full-time,2.92,D,I really enjoyed this class. It was well-organized and informative.,2024-11-01,5.0,3.0,1.0,i really enjoyed this class it was wellorganized and informative,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative']","['enjoyed', 'class', 'wellorganized', 'informative']","['enjoy', 'class', 'wellorganize', 'informative']","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5563}",0.0,0.69,0.31,0.5563,Positive
CSE482,Switchable background productivity,Lab,Hybrid,36.0,3.0,I8810,Yes,Biology,S97310,Sophomore,Part-time,2.0,C,"The course content was fair, but nothing stood out.",2025-02-08,4.0,1.0,3.0,the course content was fair but nothing stood out,"['the', 'course', 'content', 'was', 'fair', 'but', 'nothing', 'stood', 'out']","['course', 'content', 'fair', 'stood']","['course', 'content', 'fair', 'stand']","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.1655}",0.0,0.829,0.171,0.1655,Positive
CSE234,Cross-group real-time strategy,Lab,In-Person,76.0,4.0,I1406,Yes,History,S22426,Freshman,Full-time,3.89,B,The course was disorganized and the professor was unhelpful.,2024-10-29,3.0,2.0,5.0,the course was disorganized and the professor was unhelpful,"['the', 'course', 'was', 'disorganized', 'and', 'the', 'professor', 'was', 'unhelpful']","['course', 'disorganized', 'professor', 'unhelpful']","['course', 'disorganized', 'professor', 'unhelpful']","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",0.216,0.784,0.0,-0.296,Negative
CSE284,Cross-platform radical firmware,Seminar,Hybrid,56.0,2.0,I3959,Yes,History,S82235,Freshman,Part-time,3.38,B,The course was disorganized and the professor was unhelpful.,2025-01-11,1.0,1.0,2.0,the course was disorganized and the professor was unhelpful,"['the', 'course', 'was', 'disorganized', 'and', 'the', 'professor', 'was', 'unhelpful']","['course', 'disorganized', 'professor', 'unhelpful']","['course', 'disorganized', 'professor', 'unhelpful']","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",0.216,0.784,0.0,-0.296,Negative
CSE491,Business-focused composite firmware,Seminar,Hybrid,74.0,1.0,I4203,Yes,Computer Science,S11296,Sophomore,Full-time,2.67,C,"The class was okay. Some parts were good, others not so much.",2024-10-31,1.0,3.0,2.0,the class was okay some parts were good others not so much,"['the', 'class', 'was', 'okay', 'some', 'parts', 'were', 'good', 'others', 'not', 'so', 'much']","['class', 'okay', 'parts', 'good']","['class', 'okay', 'part', 'good']","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.5859}",0.0,0.676,0.324,0.5859,Positive
CSE205,Secured zero-defect service-desk,Seminar,Hybrid,36.0,1.0,I7038,Yes,Psychology,S47129,Senior,Part-time,3.18,B,I struggled with the pace and the material was unclear.,2024-10-25,1.0,3.0,5.0,i struggled with the pace and the material was unclear,"['i', 'struggled', 'with', 'the', 'pace', 'and', 'the', 'material', 'was', 'unclear']","['struggled', 'pace', 'material', 'unclear']","['struggle', 'pace', 'material', 'unclear']","{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.5267}",0.386,0.614,0.0,-0.5267,Negative
CSE462,Ergonomic heuristic synergy,Lecture,Online,99.0,3.0,I1679,No,Biology,S33785,Junior,Full-time,2.81,A,There were highs and lows throughout the semester.,2025-01-10,3.0,2.0,3.0,there were highs and lows throughout the semester,"['there', 'were', 'highs', 'and', 'lows', 'throughout', 'the', 'semester']","['highs', 'lows', 'semester']","['highs', 'lows', 'semester']","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.2023}",0.205,0.795,0.0,-0.2023,Negative
CSE305,Intuitive asymmetric implementation,Lab,Hybrid,35.0,5.0,I9407,Yes,Mathematics,S99248,Junior,Part-time,3.45,B,I really enjoyed this class. It was well-organized and informative.,2024-12-24,5.0,3.0,2.0,i really enjoyed this class it was wellorganized and informative,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative']","['enjoyed', 'class', 'wellorganized', 'informative']","['enjoy', 'class', 'wellorganize', 'informative']","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5563}",0.0,0.69,0.31,0.5563,Positive
CSE216,Reduced 24/7 service-desk,Lab,Online,94.0,1.0,I9765,Yes,Biology,S26181,Sophomore,Full-time,3.47,A,"The class was okay. Some parts were good, others not so much.",2025-03-19,5.0,4.0,1.0,the class was okay some parts were good others not so much,"['the', 'class', 'was', 'okay', 'some', 'parts', 'were', 'good', 'others', 'not', 'so', 'much']","['class', 'okay', 'parts', 'good']","['class', 'okay', 'part', 'good']","{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.5859}",0.0,0.676,0.324,0.5859,Positive
CSE444,Proactive fault-tolerant conglomeration,Lecture,Online,87.0,2.0,I6951,No,Computer Science,S92558,Sophomore,Full-time,2.95,F,I really enjoyed this class. It was well-organized and informative.,2024-11-10,5.0,1.0,4.0,i really enjoyed this class it was wellorganized and informative,"['i', 'really', 'enjoyed', 'this', 'class', 'it', 'was', 'wellorganized', 'and', 'informative']","['enjoyed', 'class', 'wellorganized', 'informative']","['enjoy', 'class', 'wellorganize', 'informative']","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5563}",0.0,0.69,0.31,0.5563,Positive
CSE119,Fully-configurable high-level software,Lecture,Online,36.0,2.0,I2438,Yes,Computer Science,S70704,Junior,Part-time,3.01,F,There were highs and lows throughout the semester.,2025-03-04,4.0,4.0,2.0,there were highs and lows throughout the semester,"['there', 'were', 'highs', 'and', 'lows', 'throughout', 'the', 'semester']","['highs', 'lows', 'semester']","['highs', 'lows', 'semester']","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.2023}",0.205,0.795,0.0,-0.2023,Negative
CSE324,Monitored local customer loyalty,Lab,Online,99.0,5.0,I7738,Yes,Biology,S33583,Sophomore,Full-time,2.07,A,"It was an average experience—not too hard, not too easy.",2025-02-27,4.0,2.0,2.0,it was an average experience—not too hard not too easy,"['it', 'was', 'an', 'average', 'experience', '—', 'not', 'too', 'hard', 'not', 'too', 'easy']","['average', 'experience', '—', 'hard', 'easy']","['average', 'experience', 'hard', 'easy']","{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.4226}",0.322,0.678,0.0,-0.4226,Negative
CSE426,Function-based bottom-line encoding,Seminar,In-Person,37.0,4.0,I8282,Yes,Mathematics,S62020,Sophomore,Full-time,2.04,C,"The professor was great, but the content was hard to follow.",2024-12-20,3.0,4.0,3.0,the professor was great but the content was hard to follow,"['the', 'professor', 'was', 'great', 'but', 'the', 'content', 'was', 'hard', 'to', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","['professor', 'great', 'content', 'hard', 'follow']","{'neg': 0.122, 'neu': 0.684, 'pos': 0.194, 'compound': 0.2382}",0.122,0.684,0.194,0.2382,Positive
CSE150,Devolved bottom-line matrices,Lab,Hybrid,63.0,1.0,I3250,Yes,History,S32755,Senior,Part-time,2.62,A,"It was an average experience—not too hard, not too easy.",2025-01-18,2.0,5.0,2.0,it was an average experience—not too hard not too easy,"['it', 'was', 'an', 'average', 'experience', '—', 'not', 'too', 'hard', 'not', 'too', 'easy']","['average', 'experience', '—', 'hard', 'easy']","['average', 'experience', 'hard', 'easy']","{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.4226}",0.322,0.678,0.0,-0.4226,Negative
CSE491,Centralized systemic methodology,Lecture,Hybrid,65.0,4.0,I4853,Yes,Psychology,S76533,Junior,Part-time,3.49,B,Great experience! I learned a lot and felt supported.,2024-12-14,4.0,5.0,5.0,great experience i learned a lot and felt supported,"['great', 'experience', 'i', 'learned', 'a', 'lot', 'and', 'felt', 'supported']","['great', 'experience', 'learned', 'lot', 'felt', 'supported']","['great', 'experience', 'learn', 'lot', 'felt', 'support']","{'neg': 0.0, 'neu': 0.428, 'pos': 0.572, 'compound': 0.7712}",0.0,0.428,0.572,0.7712,Positive
CSE140,Persevering hybrid alliance,Lab,Online,48.0,5.0,I7177,Yes,Biology,S36277,Sophomore,Full-time,2.02,C,Great experience! I learned a lot and felt supported.,2024-11-09,4.0,4.0,2.0,great experience i learned a lot and felt supported,"['great', 'experience', 'i', 'learned', 'a', 'lot', 'and', 'felt', 'supported']","['great', 'experience', 'learned', 'lot', 'felt', 'supported']","['great', 'experience', 'learn', 'lot', 'felt', 'support']","{'neg': 0.0, 'neu': 0.428, 'pos': 0.572, 'compound': 0.7712}",0.0,0.428,0.572,0.7712,Positive
CSE355,Switchable solution-oriented model,Seminar,Hybrid,69.0,3.0,I5980,Yes,Biology,S26877,Sophomore,Part-time,3.25,C,I struggled with the pace and the material was unclear.,2025-01-23,2.0,5.0,1.0,i struggled with the pace and the material was unclear,"['i', 'struggled', 'with', 'the', 'pace', 'and', 'the', 'material', 'was', 'unclear']","['struggled', 'pace', 'material', 'unclear']","['struggle', 'pace', 'material', 'unclear']","{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.5267}",0.386,0.614,0.0,-0.5267,Negative
